x,y,z,x_quat,y_quat,z_quat,w_quat,speed
89620.47379165901,43180.32695463462,6.5,0.0,0.0,0.6961848877226486,0.7178625231244511,7.850059190463972
89620.5390526044,43181.111094926295,6.5,0.0,0.0,0.6596699244403327,0.7515554475811388,7.829069796100393
89620.67744425805,43181.88422563348,6.5,0.0,0.0,0.6212032322131636,0.7836495034694517,7.823947992765903
89620.91489203728,43182.71451516349,6.5,0.0,0.0,0.5831815352320248,0.8123418596652635,7.823703392775555
89621.18116945689,43183.376641028575,6.5,0.0,0.0,0.5350709208931927,0.8448071434442956,7.813186477325642
89621.61900180712,43184.20389882224,6.5,0.0,0.0,0.48832650738975697,0.8726610007216558,7.781367811786727
89622.07898844965,43184.839529268764,6.5,0.0,0.0,0.4278944727330784,0.9038287006974722,7.755869296966611
89622.64958593863,43185.46159388235,6.5,0.0,0.0,0.3788964430871712,0.9254390770957805,7.734057267554114
89623.1723829951,43185.91515676123,6.5,0.0,0.0,0.32422373094220813,0.9459804291283803,7.713339470224992
89623.83781784216,43186.38451408283,6.5,0.0,0.0,0.28066833983350886,0.959804815061428,7.698367847455976
89624.46935550995,43186.74461149885,6.5,0.0,0.0,0.23751411345466267,0.9713840877376186,7.670992994615567
89625.1559409497,43187.07009311215,6.5,0.0,0.0,0.19916680276054805,0.9799656038240021,7.65239572218008
89625.87212898565,43187.33937404509,6.5,0.0,0.0,0.16144673989270564,0.9868814266050492,7.626447056497634
89626.60224369857,43187.5563152517,6.5,0.0,0.0,0.12622565000153405,0.9920015550802782,7.627338924692665
89627.3499492235,43187.721649157895,6.5,0.0,0.0,0.09062870065215295,0.9958847516746616,7.631870807677868
89628.10718194087,43187.83251098549,6.5,0.0,0.0,0.05077407683601152,0.9987101647232047,7.626620607193336
89628.86717293895,43187.87631917911,6.5,0.0,0.0,0.0012024196406856206,0.9999992770932425,7.612706214424201
89629.65925567779,43187.83624348148,6.5,0.0,0.0,-0.05264684537841446,0.9986131932193272,7.597684908208708
89630.37157084669,43187.71725348454,6.5,0.0,0.0,-0.11726158453089987,0.9931010627289162,7.588141810446123
89631.13726769947,43187.48227238057,6.5,0.0,0.0,-0.17112976535777655,0.98524849830314,7.58543282470974
89631.90294686469,43187.16872964663,6.5,0.0,0.0,-0.21848492550943685,0.9758403236826894,7.593474367336776
89632.55194198452,43186.81536679637,6.5,0.0,0.0,-0.26416056812361327,0.9644787163274314,7.612774720593639
89633.16054183652,43186.42397769845,6.5,0.0,0.0,-0.2987742641487611,0.954323812488385,7.628160560195537
89633.77803287299,43185.96422675754,6.5,0.0,0.0,-0.3246158100383722,0.9458459577928805,7.618750424555758
89634.37045077792,43185.482611417625,6.5,0.0,0.0,-0.3411776411047729,0.9399988389408696,7.631676794345019
89634.98018673484,43184.959167176385,6.5,0.0,0.0,-0.3480239715696777,0.9374856346701362,7.66598759082347
89635.55689041154,43184.46092285714,6.5,0.0,0.0,-0.3438784619630151,0.939014165706754,7.695026077307218
89636.15745508317,43183.96335766927,6.5,0.0,0.0,-0.32622453439970955,0.9452923109576702,7.724822178769466
