s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
145.6531736, 89626.1398108, 43185.9522694, 0.2724073, -0.0845704, 8.6035860, -0.1882546
146.5115254, 89626.9740772, 43186.1541781, 0.2036851, -0.0762573, 8.5841677, -0.1604180
147.3972098, 89627.8468849, 43186.3046564, 0.1384681, -0.0715298, 8.5710059, -0.1695762
148.3031891, 89628.7477363, 43186.4009117, 0.0747069, -0.0696390, 8.5487009, -0.1886087
149.2224249, 89629.6661342, 43186.4401513, 0.0106103, -0.0701773, 8.5307467, -0.1198050
150.1481004, 89630.5915812, 43186.4195823, -0.0554866, -0.0729753, 8.5228063, -0.0589119
151.0738428, 89631.5135800, 43186.3364122, -0.1252192, -0.0780324, 8.5179516, -0.0758943
151.9939687, 89632.4216331, 43186.1878480, -0.2002604, -0.0854582, 8.5063533, -0.1854852
152.9037860, 89633.3052594, 43185.9711175, -0.2819331, -0.0905324, 8.4780094, -0.1306540
153.8020428, 89634.1578252, 43185.6882805, -0.3563538, -0.0748026, 8.4785365, 0.0807364
154.6915469, 89634.9814968, 43185.3524494, -0.4154253, -0.0578437, 8.4950173, 0.1894070
155.5730680, 89635.7796651, 43184.9782745, -0.4587431, -0.0403288, 8.5180086, 0.1837731
156.4451699, 89636.5557210, 43184.5804064, -0.4861169, -0.0222973, 8.5328692, 0.1764833
157.3048978, 89637.3130555, 43184.1734956, -0.4972316, -0.0032816, 8.5538149, 0.2164464
158.1484700, 89638.0550595, 43183.7721925, -0.4914017, 0.0175718, 8.5759666, 0.1567887
158.9719926, 89638.7851240, 43183.3911476, -0.4674128, 0.0413869, 8.5843178, -0.0772938
159.7722397, 89639.5066400, 43183.0450114, -0.4234684, 0.0693541, 8.5613193, -0.3988044
160.5475636, 89640.2229983, 43182.7484344, -0.3573261, 0.1022359, 8.5108062, -0.6019766
161.2989861, 89640.9375899, 43182.5160671, -0.2668027, 0.1392986, 8.4532868, -0.4930289
162.0314680, 89641.6538059, 43182.3625600, -0.1508909, 0.1766278, 8.4244055, -0.2337155
162.7551763, 89642.3746766, 43182.2985365, -0.0284376, 0.1593449, 8.4129298, -0.0565574
163.4824951, 89643.1017373, 43182.3179111, 0.0786840, 0.1344061, 8.4146583, 0.1106376
164.2226773, 89643.8361354, 43182.4102648, 0.1681716, 0.1074061, 8.4322067, 0.1965809
164.9815402, 89644.5790180, 43182.5651787, 0.2397394, 0.0816729, 8.4496060, 0.2176668
165.7620209, 89645.3315326, 43182.7722339, 0.2942865, 0.0587078, 8.4718497, 0.2565487
166.5648334, 89646.0948265, 43183.0210116, 0.3331871, 0.0387755, 8.4975423, 0.2948459
167.3890982, 89646.8700471, 43183.3010928, 0.3578423, 0.0215185, 8.5282889, 0.3486879
168.2328923, 89647.6583416, 43183.6020587, 0.3694545, 0.0063589, 8.5657159, 0.3889511
169.0937182, 89648.4608573, 43183.9134903, 0.3689467, -0.0072908, 8.6056807, 0.4249676
169.9689060, 89649.2787417, 43184.2249687, 0.3569620, -0.0199329, 8.6514154, 0.4738093
170.8559737, 89650.1131421, 43184.5260751, 0.3339068, -0.0319394, 8.7021656, 0.5226438
171.7529626, 89650.9652057, 43184.8063905, 0.3000239, -0.0435228, 8.7585296, 0.4952840
172.6586441, 89651.8359233, 43185.0556091, 0.2565749, -0.0495478, 8.8041669, 0.3661564
173.5692735, 89652.7217488, 43185.2666992, 0.2111496, -0.0505022, 8.8341354, 0.3086699
