s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
193.6272865, 89657.5604501, 43175.7318219, -2.6327057, -0.0869935, 7.0336843, -0.0507621
194.4214973, 89656.8539578, 43175.3690002, -2.6977387, -0.0699758, 7.0280821, -0.0448847
195.2395983, 89656.1050267, 43175.0397720, -2.7575506, -0.0544436, 7.0228177, -0.0391231
196.0216068, 89655.3711082, 43174.7697701, -2.8061880, -0.0390129, 7.0185963, -0.0408551
196.7987110, 89654.6330091, 43174.5266637, -2.8314405, -0.0219695, 7.0127441, -0.0369689
197.6392288, 89653.8307134, 43174.2760808, -2.8383902, -0.0020591, 7.0093582, -0.0338686
198.4754961, 89653.0327104, 43174.0260124, -2.8288780, 0.0181189, 7.0042632, -0.0389935
199.3464631, 89652.2063404, 43173.7508831, -2.8074309, 0.0391503, 6.9998084, -0.0465001
199.9772049, 89651.6142274, 43173.5335413, -2.7702234, 0.0575078, 6.9932006, -0.0518285
200.6995847, 89650.9456703, 43173.2599286, -2.7236174, 0.0729395, 6.9887360, -0.0598340
201.4372024, 89650.2804863, 43172.9411652, -2.6629577, 0.0901899, 6.9808631, -0.0729403
202.0992859, 89649.7039592, 43172.6156332, -2.5838884, 0.1049764, 6.9732562, -0.0711779
202.9234302, 89649.0204296, 43172.1551974, -2.5015608, 0.1160772, 6.9657451, -0.0631059
203.7137784, 89648.4105184, 43171.6525458, -2.4070205, 0.1287186, 6.9597617, -0.0262270
204.3972806, 89647.9279560, 43171.1684913, -2.2968619, 0.1373141, 6.9600915, 0.0241603
205.2125657, 89647.4168171, 43170.5333325, -2.1933474, 0.1442291, 6.9653715, 0.0740741
205.9802103, 89647.0064210, 43169.8846004, -2.0758108, 0.1557205, 6.9760457, 0.1125165
206.6885162, 89646.7040711, 43169.2440680, -1.9543036, 0.1638759, 6.9899229, 0.1386097
207.5097284, 89646.4349293, 43168.4682122, -1.8310933, 0.1665232, 7.0065813, 0.1453689
208.3420330, 89646.2796466, 43167.6505214, -1.6947017, 0.1689876, 7.0215083, 0.1752589
209.0412045, 89646.2461143, 43166.9521545, -1.5401287, 0.1671587, 7.0454352, 0.2075078
209.8865890, 89646.3268860, 43166.1106375, -1.3920066, 0.1631789, 7.0698498, 0.2258312
210.8206617, 89646.5615824, 43165.2065305, -1.2534671, 0.1601226, 7.0991422, 0.2694318
211.6395372, 89646.8726073, 43164.4490211, -1.1169732, 0.1510012, 7.1348816, 0.3263799
212.5383856, 89647.3132268, 43163.6655780, -0.9972563, 0.1399121, 7.1784923, 0.3481959
213.4274315, 89647.8408977, 43162.9500600, -0.8807255, 0.1336268, 7.2198038, 0.3597112
214.2540168, 89648.4036303, 43162.3446055, -0.7646061, 0.1254534, 7.2644156, 0.3801440
215.1601090, 89649.0894182, 43161.7524077, -0.6621668, 0.1167468, 7.3071199, 0.3608713
215.9189716, 89649.7147469, 43161.3224816, -0.5675551, 0.1127166, 7.3450181, 0.2762713
216.6521378, 89650.3467374, 43160.9508358, -0.4874540, 0.1095428, 7.3672827, 0.1788583
217.5043877, 89651.1143332, 43160.5805298, -0.4095142, 0.1067865, 7.3820473, 0.1272041
218.4035003, 89651.9520710, 43160.2540348, -0.3329646, 0.1060867, 7.3922596, 0.0833355
219.1054360, 89652.6259995, 43160.0577341, -0.2431239, 0.1039565, 7.3982983, 0.0281333
219.8675883, 89653.3720379, 43159.9018400, -0.1669516, 0.1042335, 7.3968970, 0.0380181
220.6026882, 89654.1012671, 43159.8091216, -0.0831503, 0.1080300, 7.4052827, 0.0681502
221.4432531, 89654.9409708, 43159.7710814, 0.0118130, 0.1098633, 7.4106785, 0.0238055
222.4075591, 89655.9034498, 43159.8304118, 0.1012825, 0.1117895, 7.4096720, -0.0220672
223.2468797, 89656.7337284, 43159.9532798, 0.1951040, 0.1141382, 7.4054308, -0.0255671
224.1072033, 89657.5689594, 43160.1595463, 0.2963779, 0.1132682, 7.4035017, -0.0302845
225.0212743, 89658.4284095, 43160.4707880, 0.4022810, 0.1148761, 7.3981354, -0.0363218
225.8647652, 89659.1835816, 43160.8465430, 0.5193656, 0.1155286, 7.3947624, -0.0025776
226.7941150, 89659.9651519, 43161.3493740, 0.6208468, 0.1115850, 7.3970600, 0.0371131
227.6409265, 89660.6263715, 43161.8784093, 0.7100609, 0.1048430, 7.4023112, 0.0629981
228.3373481, 89661.1345349, 43162.3546162, 0.7959126, 0.0939947, 7.4106384, 0.0881707
229.1884045, 89661.7082206, 43162.9832510, 0.8743892, 0.0784521, 7.4219029, 0.1224090
230.0886791, 89662.2569572, 43163.6969614, 0.9485952, 0.0593898, 7.4378007, 0.1428367
231.0060475, 89662.7670138, 43164.4594619, 1.0008348, 0.0342589, 7.4526925, 0.1360786
231.7229851, 89663.1386112, 43165.0725808, 1.0318384, 0.0054938, 7.4673241, 0.1353015
232.4818486, 89663.5244443, 43165.7260384, 1.0222153, -0.0230915, 7.4817163, 0.1160893
233.3990654, 89664.0125649, 43166.5025852, 0.9881395, -0.0506193, 7.4917349, 0.0426154
234.1728243, 89664.4546394, 43167.1376229, 0.9165712, -0.0770094, 7.4886996, -0.0491020
235.1144532, 89665.0555437, 43167.8625912, 0.8248951, -0.0989655, 7.4786248, -0.0716069
236.0016775, 89665.6938553, 43168.4788097, 0.7100636, -0.1146349, 7.4707851, -0.0847896
236.9005275, 89666.4077335, 43169.0249866, 0.6049775, -0.1284434, 7.4579306, -0.1410920
237.6191849, 89667.0223537, 43169.3974252, 0.4936480, -0.1374283, 7.4377018, -0.1833554
238.4075416, 89667.7332435, 43169.7382213, 0.3951928, -0.1430322, 7.4190815, -0.2057619
239.1795461, 89668.4604707, 43169.9973188, 0.2818172, -0.1501981, 7.3947653, -0.2601062
239.9401343, 89669.2026493, 43170.1636478, 0.1513037, -0.1525690, 7.3633838, -0.2827099
240.8276694, 89670.0864273, 43170.2452267, 0.0213172, -0.1523685, 7.3344872, -0.2464009
241.6804860, 89670.9380779, 43170.2006479, -0.1134800, -0.1513928, 7.3111560, -0.1828344
242.3786767, 89671.6239355, 43170.0699973, -0.2474573, -0.1432144, 7.2937939, -0.0873817
243.2642948, 89672.4715195, 43169.8132465, -0.3516731, -0.1359568, 7.2915295, -0.0114409
